SDD Version, SDDv2.0;
Software, TOPAS-nBio;
Author, Name;
Simulation Details, Nucleus simulation;
Source, Monoenergetic source;
Source type, 1;
Incident particles, 2212;
Mean particle energy, 0.030000;
Energy distribution, M, 0;
Particle fraction, 1.0;
Dose or fluence, 1, 1e-12;
Dose rate, 0.0;
Irradiation target, Nucleus;
Volumes, 0,5,5,5,0,0,0,1,4.65,4.65,4.65,0,0,0;
Chromosome sizes, 46,252.823,252.823,248.157,248.157,204.04,204.04,195.556,195.556,184.951,184.951,174.77,174.77,162.469,162.469,149.318,149.318,143.38,143.38,138.289,138.289,137.441,137.441,135.32,135.32,116.655,116.655,108.595,108.595,102.656,102.656,90.7788,90.7788,80.1738,80.1738,77.6286,77.6286,65.3268,65.3268,63.63,63.63,47.9346,47.9346,50.4798,50.4798,58.9638,158.227;
DNA Density, 14.4318;
Cell Cycle Phase, 0;
DNA Structure, 0, 1;
In vitro / in vivo, 0;
Proliferation status, 1;
Microenvironment, 20, 0.01;
Damage definition, 1, 0, 10, 10, 11.75;
Time, 0.000000;
Damage and primary count, 91, 42229;
Data entries, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0;
Additional information, ;
***EndOfHeader***;
1, 23492; 2.90768, -1.90991, 1.84459 / 2.90768, -1.90991, 1.84459 / 2.90768, -1.90991, 1.84459; 1, 22, 1, 0; 0.950274547296; 1, 0, 1; 1, 10, 0; 3, 1, 2 ;
0, 23492; 3.277714, -0.894044, 2.590997 / 3.277714, -0.894044, 2.590997 / 3.277714, -0.894044, 2.590997; 1, 34, 1, 0; 0.630896864063; 1, 0, 1; 1, 10, 0; 3, 1, 2 ;
1, 31539; -0.0991215, -2.06624, -3.9161 / -0.0988865, -2.06592, -3.91602 / -0.0993566, -2.06656, -3.91617; 1, 1, 1, 0; 0.328327534815; 0, 2, 0; 1, 11, 0; 3, 2, 1 / 4, 1, 1 ;
0, 31539; -0.100835, -2.077561, -3.919908 / -0.100835, -2.077561, -3.919908 / -0.100835, -2.077561, -3.919908; 1, 1, 1, 0; 0.328328662085; 0, 1, 0; 0, 11, 0; 1, 1, 1 / 1, 2, 0 ;
0, 31539; -0.103972, -2.070969, -3.913382 / -0.103972, -2.070969, -3.913382 / -0.103972, -2.070969, -3.913382; 1, 1, 1, 0; 0.328334939199; 1, 0, 1; 1, 10, 0; 2, 1, 2 ;
0, 31539; -0.152892, -2.055887, -3.928805 / -0.152892, -2.055887, -3.928805 / -0.152892, -2.055887, -3.928805; 1, 1, 1, 0; 0.328361503216; 0, 0, 0; 1, 10, 0; 2, 1, 3 ;
1, 33729; 1.38118, 3.28295, 2.15388 / 1.38118, 3.28295, 2.15388 / 1.38118, 3.28295, 2.15388; 1, 28, 1, 0; 0.452603301067; 1, 0, 1; 0, 11, 0; 1, 1, 2 ;
0, 33729; 1.380330, 3.281601, 2.156267 / 1.380330, 3.281601, 2.156267 / 1.380330, 3.281601, 2.156267; 1, 28, 1, 0; 0.452604452130; 1, 0, 1; 1, 10, 0; 2, 1, 2 ;
0, 33729; 0.835820, 3.646945, 2.245707 / 0.835820, 3.646945, 2.245707 / 0.835820, 3.646945, 2.245707; 1, 38, 1, 0; 0.165831037185; 0, 1, 0; 0, 11, 0; 1, 1, 1 ;
0, 33729; 0.524025, 3.174750, 2.579579 / 0.524025, 3.174750, 2.579579 / 0.524025, 3.174750, 2.579579; 1, 38, 1, 0; 0.342104159396; 1, 0, 1; 0, 11, 0; 1, 1, 2 ;
0, 33729; 1.603445, 3.239420, 2.397403 / 1.603445, 3.239420, 2.397403 / 1.603445, 3.239420, 2.397403; 1, 38, 1, 0; 0.054415094571; 1, 0, 1; 1, 10, 0; 2, 1, 2 ;
0, 33729; 0.981981, 3.589503, 2.181745 / 0.981981, 3.589503, 2.181745 / 0.981981, 3.589503, 2.181745; 1, 38, 1, 0; 0.169278489073; 1, 0, 1; 1, 10, 0; 3, 1, 2 ;
0, 33729; 0.488834, 3.040817, 2.583271 / 0.488834, 3.040817, 2.583271 / 0.488834, 3.040817, 2.583271; 1, 38, 1, 0; 0.412683048917; 1, 0, 1; 1, 10, 0; 2, 1, 2 ;
0, 33729; 0.481104, 3.031066, 2.581799 / 0.481104, 3.031066, 2.581799 / 0.481104, 3.031066, 2.581799; 1, 38, 1, 0; 0.412684977681; 1, 0, 1; 1, 10, 0; 1, 3, 0 / 2, 1, 2 ;
0, 33729; 0.490098, 2.931811, 2.605345 / 0.490098, 2.931811, 2.605345 / 0.490098, 2.931811, 2.605345; 1, 38, 1, 0; 0.414381968809; 1, 0, 1; 1, 10, 0; 2, 1, 2 ;
0, 33729; 0.206328, 1.774587, 2.935326 / 0.206541, 1.774609, 2.935372 / 0.206115, 1.774565, 2.935281; 1, 39, 1, 0; 0.723258730159; 0, 2, 0; 2, 10, 0; 2, 4, 1 / 3, 1, 1 ;
0, 33729; -0.003840, 1.377487, 3.043727 / -0.003840, 1.377487, 3.043727 / -0.003840, 1.377487, 3.043727; 1, 39, 1, 0; 0.585226716957; 1, 0, 1; 1, 10, 0; 2, 1, 2 ;
0, 33729; 0.408577, 2.219417, 2.847996 / 0.408577, 2.219417, 2.847996 / 0.408577, 2.219417, 2.847996; 1, 39, 1, 0; 0.988773817382; 1, 0, 1; 1, 10, 0; 1, 9, 0 / 2, 1, 2 / 3, 3, 0 ;
0, 33729; 0.408853, 2.217496, 2.846851 / 0.408853, 2.217496, 2.846851 / 0.408853, 2.217496, 2.846851; 1, 39, 1, 0; 0.988775703285; 1, 0, 1; 1, 10, 0; 3, 1, 2 ;
0, 33729; -0.564067, -0.438032, 3.612314 / -0.564067, -0.438032, 3.612314 / -0.564067, -0.438032, 3.612314; 1, 44, 1, 0; 0.347817740958; 0, 1, 0; 0, 11, 0; 1, 1, 1 ;
0, 33729; -0.429823, -0.497092, 4.465103 / -0.429823, -0.497092, 4.465103 / -0.429823, -0.497092, 4.465103; 1, 46, 1, 0; 0.902982570567; 1, 0, 1; 1, 10, 0; 2, 1, 2 ;
1, 42220; -0.193225, 0.161389, 0.608607 / -0.192804, 0.16174, 0.6088 / -0.193646, 0.161038, 0.608414; 1, 17, 1, 0; 0.691891900940; 2, 1, 1; 1, 11, 0; 1, 1, 1 / 3, 4, 2 ;
0, 42220; -0.195381, 0.161249, 0.604786 / -0.195381, 0.161249, 0.604786 / -0.195381, 0.161249, 0.604786; 1, 17, 1, 0; 0.691892849471; 1, 0, 1; 0, 11, 0; 4, 1, 2 ;
0, 42220; -0.192518, 0.165379, 0.609424 / -0.192293, 0.165591, 0.609747 / -0.192743, 0.165167, 0.609101; 1, 17, 1, 0; 0.691891789348; 1, 0, 2; 2, 10, 0; 2, 2, 2 / 3, 1, 2 / 4, 5, 0 ;
0, 42220; 0.057692, 3.008024, -0.138290 / 0.057692, 3.008024, -0.138290 / 0.057692, 3.008024, -0.138290; 1, 17, 1, 0; 0.208349430463; 0, 1, 0; 1, 10, 0; 2, 1, 1 ;
0, 42220; 0.096563, 3.132649, -0.255735 / 0.096563, 3.132649, -0.255735 / 0.096563, 3.132649, -0.255735; 1, 17, 1, 0; 0.228749089829; 1, 0, 1; 1, 10, 0; 2, 1, 2 ;
0, 42220; -0.055577, 2.711356, 0.123991 / -0.055577, 2.711356, 0.123991 / -0.055577, 2.711356, 0.123991; 1, 17, 1, 0; 0.557697043373; 1, 0, 1; 1, 10, 0; 2, 1, 2 ;
